label,source,age,n_interests,n_projects,interests,subject_1_name,subject_1_score,subject_2_name,subject_2_score,subject_3_name,subject_3_score,subject_4_name,subject_4_score,subject_5_name,subject_5_score,project_title,project_skills,archetype,base_ability
ML,synthetic,19,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Data Structures and Algorithms,92.4,Artificial Intelligence,91.6,Design & Analysis of Algorithms,90.7,Python,89.9,Engineering Mathematics-IV,86.3,Sentiment Analysis Tool,tensorflow|neural network|regression|classification|jupyter|rest api|machine learning|pandas,strong,75.6
DWM,synthetic,18,2,3,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,54.3,Computer Networks,46.9,Software Engineering,46.3,Python,45.0,Automata Theory,44.0,Census Data Visualizer,postgresql|tableau|data warehouse|power bi|mysql|sql|data visualization|hadoop,below_avg,37.0
CCS,synthetic,21,2,1,Cloud & Distributed Systems|Network & Wireless Systems,Operating Systems,74.8,Database Management Systems,70.2,Software Engineering,69.4,Java,68.6,Design & Analysis of Algorithms,68.4,Online Learning Platform,docker|fullstack|node|kubernetes|hadoop,above_avg,64.5
DWM,synthetic,22,2,2,Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-IV,58.0,Data Structures and Algorithms,44.7,Python,43.3,Software Engineering,40.1,Java,39.2,Customer Analytics Platform,gpio|postgresql|tableau|sql|data mining|spark|data pipeline|etl,below_avg,30.5
WT,synthetic,18,3,3,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,97.1,IoT,90.2,Computer Networks,89.9,Digital Logic & Design,80.5,C++,79.6,LoRa Communication System,rfid|embedded|raspberry pi|data warehouse|sensor|lora|mqtt|bluetooth,strong,73.7
DWM,synthetic,22,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Database Management Systems,87.3,Data Structures and Algorithms,81.2,Digital Logic & Design,80.7,Artificial Intelligence,73.8,Python,72.4,Financial Data Mining Tool,postgresql|spark|iot|tableau|data warehouse|power bi|sql|mysql,above_avg,66.1
WT,synthetic,20,4,2,Mobile & IoT Development|Network & Wireless Systems|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Microcontroller & Embedded Systems,85.2,Computer Networks,83.4,IoT,82.3,Digital Logic & Design,78.9,Design & Analysis of Algorithms,76.9,Smart Streetlight System,rfid|embedded|raspberry pi|neural network|iot|sensor|freertos|mqtt,hard_sample,64.3
WT,synthetic,22,2,3,Mobile & IoT Development|Network & Wireless Systems,IoT,56.4,Microcontroller & Embedded Systems,51.9,Computer Networks,50.3,Cryptography & Network Security,50.0,Java,47.3,Weather Station,rfid|embedded|postgresql|iot|lora|mqtt|data mining|zigbee,below_avg,33.2
WT,synthetic,20,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,95.8,Microcontroller & Embedded Systems,92.3,Software Engineering,88.6,IoT,87.5,Engineering Mathematics-IV,85.7,Gesture Controlled Robot,embedded|zigbee|iot|sensor|freertos|arduino|mqtt|bluetooth,topper,79.0
WT,synthetic,20,1,1,Network & Wireless Systems,IoT,70.3,Computer Networks,57.4,Data Structures and Algorithms,55.5,Cryptography & Network Security,50.5,Microcontroller & Embedded Systems,49.8,Industrial IoT Gateway,iot|freertos|arduino|mqtt|bluetooth|gpio|microcontroller|i2c,below_avg,39.1
DWM,synthetic,21,2,3,Data Science & Analytics|Web Development,Database Management Systems,73.1,Data Structures and Algorithms,64.7,Artificial Intelligence,64.2,Engineering Mathematics-III,63.9,Full Stack Development,63.4,Survey Data Analyzer,postgresql|microservices|tableau|data warehouse|power bi|mongodb|mysql|data visualization,average,51.9
CCS,synthetic,19,2,2,Web Development|Cloud & Distributed Systems,Java,59.1,Full Stack Development,56.0,Automata Theory,46.3,Design & Analysis of Algorithms,45.4,C++,42.7,Service Mesh Dashboard,fullstack|node|react|serverless|cloud|jenkins|terraform|microservices,below_avg,41.0
DWM,synthetic,20,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,70.2,Data Structures and Algorithms,67.9,C++,61.3,Artificial Intelligence,61.2,Software Engineering,58.2,Financial Data Mining Tool,tableau|data warehouse|mongodb|mysql|sql|python|hadoop|data mining,average,52.0
CCS,synthetic,18,3,1,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Operating Systems,82.4,Full Stack Development,81.6,Automata Theory,79.3,Computer Networks,77.6,Python,73.0,CI/CD Pipeline Builder,microservices|node|nginx,strong,67.6
CCS,synthetic,21,3,2,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Full Stack Development,77.3,Computer Networks,73.9,Database Management Systems,63.2,Software Engineering,60.4,Operating Systems,58.8,Real-Time Chat Application,docker|fullstack|node|serverless|react|terraform|microservices|rest api,average,45.3
DWM,synthetic,22,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,67.2,Software Engineering,57.4,Python,53.1,Engineering Mathematics-IV,50.9,Cryptography & Network Security,50.8,Survey Data Analyzer,postgresql|mongodb|data warehouse|power bi|mysql|sql|data visualization|data mining,average,42.1
WT,synthetic,18,2,3,Mobile & IoT Development|Web Development,Computer Networks,58.4,IoT,53.8,Microcontroller & Embedded Systems,45.0,Operating Systems,43.1,Design & Analysis of Algorithms,42.5,Smart Parking System,rfid|embedded|zigbee|raspberry pi|arduino|microcontroller|bluetooth|machine learning,below_avg,31.6
WT,synthetic,18,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,65.1,Microcontroller & Embedded Systems,62.2,Computer Networks,52.0,Operating Systems,49.3,Cryptography & Network Security,47.7,Remote Water Quality Monitor,rfid|embedded|raspberry pi|sensor|freertos|lora|mqtt|bluetooth,below_avg,40.1
CCS,synthetic,18,3,3,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Python,68.0,Full Stack Development,65.8,Operating Systems,56.7,Cryptography & Network Security,52.4,Java,51.0,Service Mesh Dashboard,rfid|ci/cd|nginx|node|serverless|react|aws|jenkins,average,42.4
DWM,synthetic,21,3,3,Artificial Intelligence & Machine Learning|Web Development|Mobile & IoT Development,Engineering Mathematics-IV,78.0,Python,73.1,Database Management Systems,68.8,Computer Networks,59.9,Engineering Mathematics-III,58.4,Sales Dashboard,gpio|tableau|mongodb|data warehouse|sql|data visualization|classification|hadoop,hard_sample,51.2
ML,synthetic,18,1,2,Data Science & Analytics,Java,72.9,Artificial Intelligence,69.8,Software Engineering,65.3,Automata Theory,65.3,Engineering Mathematics-III,62.1,Music Genre Classifier,rfid|tensorflow|numpy|nlp|fullstack|iot|regression|sensor,hard_sample,45.6
CCS,synthetic,20,1,2,Web Development,Full Stack Development,79.4,Software Engineering,69.4,Design & Analysis of Algorithms,63.2,Computer Networks,63.1,Database Management Systems,62.3,Containerized Microservices App,docker|serverless|kubernetes|cloud|jenkins|rest api|aws,average,46.7
ML,synthetic,19,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Cryptography & Network Security,74.8,Artificial Intelligence,73.3,C++,71.8,Python,71.5,Database Management Systems,69.6,Disease Diagnosis Tool,tensorflow|neural network|mongodb|classification|pytorch|opencv|python|computer vision,above_avg,62.0
DWM,synthetic,18,2,1,Artificial Intelligence & Machine Learning|Web Development,IoT,38.7,Database Management Systems,33.0,Software Engineering,31.6,Artificial Intelligence,31.3,Python,30.6,Clickstream Analyzer,mysql|tableau|power bi|sql,struggling,27.0
WT,synthetic,20,2,4,Network & Wireless Systems|Mobile & IoT Development,IoT,84.7,Microcontroller & Embedded Systems,83.3,Data Structures and Algorithms,81.3,Digital Logic & Design,68.8,Automata Theory,67.1,Smart Home System,rfid|raspberry pi|freertos|lora|mqtt|arduino|esp32|bluetooth,above_avg,60.2
ML,synthetic,19,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Artificial Intelligence,81.6,Engineering Mathematics-IV,69.8,C++,66.6,Data Structures and Algorithms,66.5,Cryptography & Network Security,63.5,Price Predictor,tensorflow|neural network|jenkins|computer vision|deep learning|matplotlib,average,52.7
CCS,synthetic,18,2,1,Cloud & Distributed Systems|Data Science & Analytics,Software Engineering,93.8,Full Stack Development,91.8,Data Structures and Algorithms,88.2,Python,84.6,Automata Theory,82.3,REST API Service,ci/cd|docker|fullstack|serverless|jenkins|microservices|aws,strong,73.8
DWM,synthetic,20,4,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,63.9,Software Engineering,59.7,Full Stack Development,55.3,Cryptography & Network Security,52.3,Artificial Intelligence,50.2,Customer Analytics Platform,postgresql|tableau|mongodb|power bi|mysql|sql|analytics|spark,below_avg,39.2
WT,synthetic,20,1,3,Network & Wireless Systems,Computer Networks,100.0,IoT,98.8,C++,97.8,Microcontroller & Embedded Systems,95.9,Operating Systems,95.7,Industrial IoT Gateway,rfid|embedded|zigbee|raspberry pi|iot|sensor|freertos|lora,topper,85.3
CCS,synthetic,19,2,3,Cloud & Distributed Systems|Web Development,Computer Networks,100.0,Java,100.0,Full Stack Development,100.0,Operating Systems,99.2,Automata Theory,94.9,Containerized Microservices App,devops|rest api|docker|ci/cd|fullstack|node|react|serverless,topper,89.3
ML,synthetic,20,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Engineering Mathematics-IV,73.7,Python,70.6,Data Structures and Algorithms,64.4,Artificial Intelligence,62.7,Software Engineering,61.9,Customer Churn Predictor,keras|data science|neural network|tableau|regression|classification|opencv|python,hard_sample,57.2
ML,synthetic,21,2,2,Data Science & Analytics|Web Development,Engineering Mathematics-IV,100.0,Engineering Mathematics-III,95.1,Design & Analysis of Algorithms,95.0,Python,93.4,Artificial Intelligence,91.9,Fraud Detection System,tensorflow|nlp|classification|pytorch|opencv|deep learning|matplotlib,topper,84.8
DWM,synthetic,20,4,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development|Network & Wireless Systems,Database Management Systems,85.6,Cryptography & Network Security,79.2,Automata Theory,77.7,Digital Logic & Design,76.3,Software Engineering,70.6,Clickstream Analyzer,postgresql|iot|tableau|data warehouse|power bi|mongodb|mysql|data visualization,above_avg,65.9
WT,synthetic,21,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,87.5,Microcontroller & Embedded Systems,85.1,Digital Logic & Design,74.7,Engineering Mathematics-III,74.3,Computer Networks,72.4,Smart Parking System,embedded|raspberry pi|iot|sensor|bluetooth|wireless|zigbee|gpio,above_avg,63.7
CCS,synthetic,19,3,4,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Computer Networks,94.0,Operating Systems,90.5,Database Management Systems,87.6,Full Stack Development,87.5,Java,87.0,Online Learning Platform,devops|rest api|ci/cd|docker|fullstack|data warehouse|serverless|react,strong,79.0
WT,synthetic,20,2,2,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,88.3,Operating Systems,84.3,Digital Logic & Design,83.8,Software Engineering,83.0,C++,79.5,LoRa Communication System,rfid|iot|arduino|esp32|bluetooth|gpio|wireless|i2c,strong,72.5
CCS,synthetic,18,1,2,Web Development,Computer Networks,100.0,Full Stack Development,100.0,Software Engineering,88.9,Design & Analysis of Algorithms,87.1,Database Management Systems,87.0,Multi-tenant SaaS App,devops|node|react|serverless|cloud|terraform|jenkins|microservices,strong,79.8
WT,synthetic,20,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,100.0,Computer Networks,97.8,C++,87.9,Automata Theory,85.4,Engineering Mathematics-IV,81.8,Smart Home System,bluetooth|gpio|microcontroller|esp32|i2c,strong,79.4
DWM,synthetic,19,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Automata Theory,44.2,Data Structures and Algorithms,42.9,Cryptography & Network Security,40.5,Software Engineering,34.0,Full Stack Development,33.2,Sales Dashboard,power bi|analytics|spark|data pipeline|pandas,struggling,24.9
ML,synthetic,21,2,4,Data Science & Analytics|Web Development,Engineering Mathematics-III,100.0,Engineering Mathematics-IV,100.0,Database Management Systems,100.0,Artificial Intelligence,100.0,Data Structures and Algorithms,99.3,Object Detection App,sklearn|tensorflow|nlp|numpy|neural network|data science|data warehouse|regression,topper,93.1
ML,synthetic,22,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,C++,66.6,Artificial Intelligence,55.6,Data Structures and Algorithms,53.1,Automata Theory,52.9,Python,51.3,Spam Filter,data science|tensorflow|nlp|neural network|regression|classification|opencv|python,average,43.4
ML,synthetic,19,2,1,Artificial Intelligence & Machine Learning|Web Development,Python,77.0,Artificial Intelligence,71.2,Engineering Mathematics-IV,68.8,Design & Analysis of Algorithms,68.8,Engineering Mathematics-III,68.3,Stock Predictor,classification|neural network|keras|pytorch,average,56.0
CCS,synthetic,19,3,1,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Full Stack Development,93.0,Computer Networks,85.1,Database Management Systems,81.5,Software Engineering,77.0,Design & Analysis of Algorithms,76.7,Blog Platform with CMS,devops|docker|node|react|terraform|nginx,strong,72.0
ML,synthetic,18,2,3,Data Science & Analytics|Web Development,Engineering Mathematics-III,100.0,Python,100.0,Artificial Intelligence,100.0,Data Structures and Algorithms,92.4,Engineering Mathematics-IV,90.7,Recommendation Engine,devops|sklearn|data science|fullstack|neural network|nlp|deep learning|pytorch,topper,85.5
ML,synthetic,20,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Data Structures and Algorithms,59.7,Artificial Intelligence,57.2,Cryptography & Network Security,54.1,Design & Analysis of Algorithms,49.8,Engineering Mathematics-IV,47.1,Recommendation Engine,sklearn|tensorflow|data science|kubernetes|deep learning|opencv|python|numpy,below_avg,33.8
ML,synthetic,20,2,3,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Cryptography & Network Security,80.5,Engineering Mathematics-III,78.4,Artificial Intelligence,77.9,Python,77.4,Engineering Mathematics-IV,73.5,Language Translator,data science|nlp|neural network|tableau|serverless|deep learning|pytorch|opencv,above_avg,62.5
DWM,synthetic,22,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Python,43.5,Software Engineering,37.8,Computer Networks,22.0,Java,18.8,Engineering Mathematics-IV,16.2,Social Media Analytics,postgresql|data warehouse|power bi|sql|data visualization|analytics|spark|data mining,failing,10.5
CCS,synthetic,21,2,4,Web Development|Network & Wireless Systems,Computer Networks,100.0,Full Stack Development,100.0,Operating Systems,99.8,Python,98.1,C++,93.9,Serverless API Gateway,devops|rest api|ci/cd|fullstack|node|react|kubernetes|lora,topper,88.1
DWM,synthetic,22,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Database Management Systems,83.9,Digital Logic & Design,82.1,Engineering Mathematics-IV,78.9,Design & Analysis of Algorithms,76.7,Java,71.4,Social Media Analytics,postgresql|spark|tableau|mongodb|data warehouse|mysql|sql|data visualization,strong,65.2
DWM,synthetic,18,3,4,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,59.2,Design & Analysis of Algorithms,57.5,C++,54.9,Software Engineering,54.1,Data Structures and Algorithms,53.6,Data Pipeline System,postgresql|spark|tableau|mongodb|data warehouse|power bi|mysql|sql,average,47.3
DWM,synthetic,18,1,1,Artificial Intelligence & Machine Learning,Database Management Systems,52.3,Java,50.9,Engineering Mathematics-IV,46.2,Data Structures and Algorithms,42.1,Automata Theory,40.9,Customer Analytics Platform,postgresql|mongodb|sql|data visualization|data mining|etl|pandas,below_avg,32.4
ML,synthetic,22,2,3,Artificial Intelligence & Machine Learning|Web Development,Artificial Intelligence,43.5,Automata Theory,39.0,Data Structures and Algorithms,38.4,Engineering Mathematics-III,35.8,Engineering Mathematics-IV,31.6,Spam Filter,sklearn|tensorflow|data science|neural network|nlp|regression|classification|opencv,failing,12.7
ML,synthetic,18,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Network & Wireless Systems,Python,41.2,Artificial Intelligence,40.9,Engineering Mathematics-III,40.2,Data Structures and Algorithms,37.3,Java,34.1,NLP Pipeline,data science|numpy|neural network|regression|deep learning|python|jupyter|computer vision,below_avg,30.2
CCS,synthetic,20,2,4,Web Development|Cloud & Distributed Systems,Full Stack Development,75.6,Computer Networks,74.3,Design & Analysis of Algorithms,69.4,C++,68.1,Cryptography & Network Security,67.6,Serverless API Gateway,devops|nginx|fullstack|neural network|node|serverless|kubernetes|react,above_avg,58.3
CCS,synthetic,21,1,1,Web Development,Operating Systems,72.0,Full Stack Development,66.8,Database Management Systems,63.5,Design & Analysis of Algorithms,63.5,Data Structures and Algorithms,63.4,Multi-tenant SaaS App,devops|nginx|kubernetes|serverless|bluetooth|microservices|rest api|aws,hard_sample,48.1
WT,synthetic,20,3,4,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Digital Logic & Design,100.0,Operating Systems,100.0,Computer Networks,100.0,Microcontroller & Embedded Systems,100.0,C++,100.0,Wireless Sensor Network,rfid|embedded|zigbee|iot|sensor|freertos|arduino|mqtt,topper,94.0
ML,synthetic,19,2,3,Artificial Intelligence & Machine Learning|Data Science & Analytics,Artificial Intelligence,98.5,Engineering Mathematics-IV,97.6,Software Engineering,94.5,Engineering Mathematics-III,92.6,Cryptography & Network Security,91.5,Disease Diagnosis Tool,keras|sklearn|tensorflow|nlp|neural network|regression|classification|opencv,topper,82.4
CCS,synthetic,20,2,3,Web Development|Data Science & Analytics,Full Stack Development,81.0,Software Engineering,77.4,Design & Analysis of Algorithms,71.9,Computer Networks,62.6,Java,61.5,Multi-tenant SaaS App,devops|docker|fullstack|serverless|kubernetes|lora|cloud|terraform,average,56.3
WT,synthetic,18,2,3,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,58.2,Engineering Mathematics-IV,48.1,C++,46.2,Operating Systems,45.8,Engineering Mathematics-III,41.6,Industrial IoT Gateway,rfid|embedded|docker|ci/cd|raspberry pi|iot|sensor|freertos,below_avg,31.0
WT,synthetic,18,2,1,Mobile & IoT Development|Network & Wireless Systems,IoT,66.7,C++,63.2,Design & Analysis of Algorithms,59.1,Digital Logic & Design,53.8,Engineering Mathematics-IV,52.7,Gesture Controlled Robot,esp32|zigbee|wireless,average,42.2
WT,synthetic,22,2,1,Mobile & IoT Development|Network & Wireless Systems,IoT,81.4,Software Engineering,67.6,Java,65.1,Microcontroller & Embedded Systems,62.4,Data Structures and Algorithms,60.5,Smart Streetlight System,rfid|numpy|sensor|lora|bluetooth|zigbee|wireless,average,55.3
ML,synthetic,18,1,2,Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,33.3,Data Structures and Algorithms,25.8,Automata Theory,18.0,Java,17.8,Engineering Mathematics-III,16.9,Recommendation Engine,sklearn|numpy|neural network|data warehouse|classification|pytorch|opencv|jupyter,failing,9.0
WT,synthetic,18,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,56.0,Digital Logic & Design,42.8,IoT,42.2,Microcontroller & Embedded Systems,41.3,Automata Theory,37.5,Smart Streetlight System,rfid|embedded|microcontroller,struggling,25.4
CCS,synthetic,20,2,4,Cloud & Distributed Systems|Web Development,Full Stack Development,56.5,Python,55.7,Cryptography & Network Security,53.2,Operating Systems,50.9,Software Engineering,50.9,Cloud Deployment Platform,devops|docker|fullstack|node|react|kubernetes|serverless|aws,average,44.5
WT,synthetic,20,1,2,Mobile & IoT Development,Microcontroller & Embedded Systems,100.0,C++,89.4,Java,87.4,Computer Networks,85.6,IoT,84.9,Health Monitoring Wearable,devops|rfid|embedded|zigbee|raspberry pi|iot|react|mqtt,strong,77.7
WT,synthetic,22,3,4,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,95.4,Computer Networks,84.5,Operating Systems,75.6,Automata Theory,75.5,C++,75.4,Smart Home System,devops|rfid|embedded|raspberry pi|iot|freertos|lora|arduino,above_avg,65.7
DWM,synthetic,21,1,2,Artificial Intelligence & Machine Learning,Digital Logic & Design,68.6,Microcontroller & Embedded Systems,66.0,Software Engineering,64.2,Data Structures and Algorithms,64.0,Engineering Mathematics-III,62.8,Academic Performance Dashboard,postgresql|data warehouse|power bi|mysql|data visualization|analytics|data mining|data pipeline,above_avg,56.3
WT,synthetic,18,3,3,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,63.3,Digital Logic & Design,63.2,Software Engineering,61.1,Operating Systems,58.0,Microcontroller & Embedded Systems,55.0,Smart Home System,rfid|embedded|zigbee|raspberry pi|iot|sensor|freertos|lora,average,46.7
CCS,synthetic,19,2,2,Web Development|Cloud & Distributed Systems,Full Stack Development,75.6,Operating Systems,75.1,Software Engineering,74.4,Database Management Systems,67.8,Automata Theory,67.3,REST API Service,ci/cd|docker|regression|react|kubernetes|terraform|nginx,average,56.7
DWM,synthetic,20,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,77.2,Java,73.6,Software Engineering,73.3,Database Management Systems,72.2,Engineering Mathematics-III,72.1,Data Pipeline System,postgresql|tableau|mongodb|data warehouse|mysql|sql|opencv|data mining,above_avg,63.8
DWM,synthetic,18,2,1,Data Science & Analytics|Web Development,Java,78.7,Data Structures and Algorithms,78.5,Python,77.1,Database Management Systems,76.8,Artificial Intelligence,76.5,Census Data Visualizer,postgresql|mongodb|data warehouse|mysql|hadoop|data pipeline|etl|pandas,strong,65.7
CCS,synthetic,19,3,3,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Engineering Mathematics-IV,100.0,Operating Systems,100.0,Computer Networks,100.0,Software Engineering,100.0,Python,100.0,Multi-tenant SaaS App,ci/cd|fullstack|pandas|node|serverless|react|sql|cloud,topper,96.5
WT,synthetic,18,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Software Engineering,62.8,Microcontroller & Embedded Systems,59.2,Data Structures and Algorithms,58.3,Digital Logic & Design,56.6,Engineering Mathematics-IV,55.0,LoRa Communication System,iot|sensor|freertos|lora|mqtt|python|bluetooth|gpio,hard_sample,44.6
CCS,synthetic,22,2,3,Cloud & Distributed Systems|Mobile & IoT Development,Full Stack Development,100.0,Computer Networks,99.5,Database Management Systems,94.2,Software Engineering,93.6,Python,91.7,Online Learning Platform,devops|fullstack|node|react|data warehouse|jenkins|terraform|microservices,topper,86.3
WT,synthetic,20,2,2,Network & Wireless Systems|Mobile & IoT Development,Computer Networks,89.5,IoT,84.0,Operating Systems,78.9,Microcontroller & Embedded Systems,78.1,C++,72.9,Smart Home System,embedded|postgresql|raspberry pi|iot|sensor|freertos|lora|bluetooth,strong,66.6
ML,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,86.8,Python,81.8,Data Structures and Algorithms,79.3,C++,78.4,Software Engineering,74.3,Sentiment Analysis Tool,tensorflow|classification|machine learning|opencv|jupyter|numpy|keras|deep learning,strong,68.6
WT,synthetic,18,2,2,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,72.5,Data Structures and Algorithms,68.3,Computer Networks,67.9,Operating Systems,63.3,IoT,59.0,Health Monitoring Wearable,rfid|raspberry pi|arduino|lora|esp32|bluetooth|wireless|i2c,average,47.4
CCS,synthetic,19,1,4,Web Development,Operating Systems,98.5,Full Stack Development,96.6,Software Engineering,92.3,Computer Networks,91.4,Python,88.5,Blog Platform with CMS,devops|docker|ci/cd|fullstack|node|react|kubernetes|serverless,strong,76.8
CCS,synthetic,22,1,2,Web Development,Operating Systems,72.1,Computer Networks,69.6,Cryptography & Network Security,66.2,Full Stack Development,63.9,Database Management Systems,63.3,Containerized Microservices App,devops|rest api|ci/cd|fullstack|node|serverless|kubernetes|pytorch,hard_sample,57.6
ML,synthetic,20,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,61.9,Python,59.6,Java,57.7,Artificial Intelligence,56.1,Engineering Mathematics-III,50.8,Customer Churn Predictor,sklearn|regression|power bi|opencv|python|machine learning|matplotlib,average,42.2
ML,synthetic,20,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-III,100.0,Database Management Systems,100.0,Python,100.0,Artificial Intelligence,100.0,Java,99.7,Language Translator,keras|nlp|neural network|classification|opencv|numpy|gpio|computer vision,topper,90.9
ML,synthetic,20,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Java,55.6,Database Management Systems,52.8,Artificial Intelligence,50.2,Digital Logic & Design,42.5,Engineering Mathematics-III,38.3,Object Detection App,rest api|data science|microservices|nlp|regression|pytorch|opencv|jupyter,struggling,29.0
CCS,synthetic,18,2,4,Cloud & Distributed Systems|Mobile & IoT Development,Full Stack Development,58.3,Software Engineering,58.1,Cryptography & Network Security,52.5,C++,51.9,Database Management Systems,51.4,Full Stack E-Commerce Site,devops|rest api|docker|ci/cd|postgresql|tensorflow|fullstack|node,below_avg,36.9
CCS,synthetic,18,2,1,Web Development|Cloud & Distributed Systems,Full Stack Development,80.9,Software Engineering,74.3,Automata Theory,65.6,Computer Networks,65.0,Design & Analysis of Algorithms,63.9,Cloud File Storage,devops|docker|fullstack|react|terraform|azure|aws,average,55.1
WT,synthetic,21,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,IoT,58.4,Microcontroller & Embedded Systems,49.9,Cryptography & Network Security,44.8,Digital Logic & Design,37.5,Automata Theory,35.9,Wireless Sensor Network,zigbee|iot|arduino|mqtt|lora|analytics|bluetooth,below_avg,32.9
WT,synthetic,22,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,80.4,Microcontroller & Embedded Systems,71.1,Computer Networks,68.8,C++,64.6,Digital Logic & Design,63.1,LoRa Communication System,rfid|embedded|zigbee|raspberry pi|lora|arduino|bluetooth|gpio,average,52.4
ML,synthetic,19,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-IV,72.9,Artificial Intelligence,62.5,Data Structures and Algorithms,49.8,Java,49.7,C++,47.7,Sentiment Analysis Tool,jupyter|keras|sklearn|matplotlib,below_avg,41.1
ML,synthetic,19,2,1,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Python,54.9,Artificial Intelligence,50.9,Design & Analysis of Algorithms,49.1,Cryptography & Network Security,47.1,Automata Theory,46.1,Sentiment Analysis Tool,embedded|neural network|classification|jupyter|keras|deep learning|pandas,below_avg,38.2
DWM,synthetic,20,2,4,Data Science & Analytics|Web Development,Data Structures and Algorithms,100.0,Python,100.0,Engineering Mathematics-IV,99.4,Java,96.3,Cryptography & Network Security,93.4,Census Data Visualizer,postgresql|tableau|data warehouse|power bi|mysql|sql|data visualization|opencv,topper,86.7
ML,synthetic,22,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,53.6,Python,48.6,Automata Theory,47.4,Engineering Mathematics-IV,47.2,Microcontroller & Embedded Systems,46.3,Object Detection App,pytorch|opencv|jupyter|keras|azure,below_avg,32.2
WT,synthetic,19,2,3,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,83.3,IoT,76.7,Digital Logic & Design,72.4,Operating Systems,71.9,Design & Analysis of Algorithms,68.7,Smart Agriculture,rfid|embedded|iot|sensor|freertos|lora|arduino|python,above_avg,63.2
WT,synthetic,19,2,3,Mobile & IoT Development|Cloud & Distributed Systems,Operating Systems,70.8,Computer Networks,53.7,Automata Theory,51.1,Engineering Mathematics-IV,50.5,IoT,44.3,Smart Agriculture,rfid|embedded|raspberry pi|arduino|mqtt|lora|bluetooth|zigbee,below_avg,34.5
